Attaching to 221_zk_1, 221_kafka_1, 221_connect_1
zk_1       | ZooKeeper JMX enabled by default
connect_1  |    at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.initPluginLoader(DelegatingClassLoader.java:198) [connect-runtime-2.2.0.jar:?]
connect_1  |    at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.initLoaders(DelegatingClassLoader.java:175) [connect-runtime-2.2.0.jar:?]
connect_1  |    at org.apache.kafka.connect.runtime.isolation.Plugins.<init>(Plugins.java:61) [connect-runtime-2.2.0.jar:?]
connect_1  |    at org.apache.kafka.connect.cli.ConnectDistributed.startConnect(ConnectDistributed.java:90) [connect-runtime-2.2.0.jar:?]
connect_1  |    at org.apache.kafka.connect.cli.ConnectDistributed.main(ConnectDistributed.java:77) [connect-runtime-2.2.0.jar:?]
connect_1  | [DEBUG] 2019-07-01 12:39:03.205 [main] JdbcSinkConnector - version N/A
connect_1  | [DEBUG] 2019-07-01 12:39:03.211 [main] JdbcSourceConnector - version source
connect_1  | [2019-07-01 12:39:03,224] INFO Registered loader: PluginClassLoader{pluginLocation=file:/usr/local/share/kafka/plugins/kafka-connect-jdbc/} (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:238)
connect_1  | [2019-07-01 12:39:03,224] INFO Added plugin 'com.it.ibm.kafka.connectors.JdbcSinkConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:03,225] INFO Added plugin 'com.it.ibm.kafka.connectors.JdbcSourceConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:03,225] INFO Added plugin 'org.apache.kafka.connect.storage.StringConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:03,225] INFO Added plugin 'org.apache.kafka.connect.json.JsonConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:03,225] INFO Added plugin 'org.apache.kafka.connect.storage.SimpleHeaderConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:03,225] INFO Added plugin 'org.apache.kafka.common.config.provider.FileConfigProvider' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
kafka_1    | [2019-07-01 12:39:03,349] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-25 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,407] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-25 in 57 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,419] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-31 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,422] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-31 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,422] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-37 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,448] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-37 in 26 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,448] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-43 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,451] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-43 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,451] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-49 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,464] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-49 in 13 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,464] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-44 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,486] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-44 in 22 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,486] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-1 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,488] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-1 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,488] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-7 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,492] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-7 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,492] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-13 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,517] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-13 in 25 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,517] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-19 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,520] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-19 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,520] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-2 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,523] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-2 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,524] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-8 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,534] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-8 in 10 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,534] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-14 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,537] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-14 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,537] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-20 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,540] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-20 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,540] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-26 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,564] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-26 in 24 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,565] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-32 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,567] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-32 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,567] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-38 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,572] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-38 in 5 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,572] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-3 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,594] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-3 in 22 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,595] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-9 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,599] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-9 in 4 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,599] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-15 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,601] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-15 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,601] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-21 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,614] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-21 in 13 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,614] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-27 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,616] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-27 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,616] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-33 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,619] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-33 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,619] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-39 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,622] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-39 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,622] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-45 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,626] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-45 in 4 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,634] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-22 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,636] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-22 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,636] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-28 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,639] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-28 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,639] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-34 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,642] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-34 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,642] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-40 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,656] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-40 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,656] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-46 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,658] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-46 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,659] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-41 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,697] INFO [GroupCoordinator 0]: Loading group metadata for connect-cluster-A with generation 11 (kafka.coordinator.GroupCoordinator)
kafka_1    | [2019-07-01 12:39:03,698] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-41 in 39 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,704] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-47 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,707] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-47 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,714] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-4 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,717] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-4 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,717] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-10 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,719] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-10 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,720] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-16 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,722] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-16 in 2 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,727] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-5 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,731] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-5 in 3 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,731] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-11 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,739] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-11 in 7 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,742] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-17 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,797] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-17 in 54 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,798] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-23 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,799] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-23 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,799] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-29 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,800] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-29 in 0 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,801] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-35 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,802] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-35 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,802] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-0 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,803] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-0 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,814] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-6 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,815] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-6 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,817] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-12 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,818] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-12 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,820] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-18 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,821] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-18 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,824] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-24 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,826] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-24 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,826] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-30 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,866] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-30 in 40 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,866] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-36 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,868] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-36 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,868] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-42 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,870] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-42 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,870] INFO [Group Metadata Manager on Broker 0]: Loading offsets and group metadata from __consumer_offsets-48 (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:03,871] INFO [Group Metadata Manager on Broker 0]: Finished loading offsets from __consumer_offsets-48 in 1 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:04,210] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions __consumer_offsets-22,__consumer_offsets-30,connect-offsets-20,__consumer_offsets-8,__consumer_offsets-21,__consumer_offsets-4,__consumer_offsets-27,__consumer_offsets-7,__consumer_offsets-9,__consumer_offsets-46,connect-offsets-7,connect-offsets-24,connect-offsets-16,__consumer_offsets-25,connect-status-4,__consumer_offsets-35,__consumer_offsets-41,__consumer_offsets-33,__consumer_offsets-23,__consumer_offsets-49,connect-offsets-3,connect-offsets-21,connect-offsets-11,__consumer_offsets-47,connect-offsets-6,__consumer_offsets-16,connect-configs-0,__consumer_offsets-28,__consumer_offsets-31,__consumer_offsets-36,connect-status-3,__consumer_offsets-42,__consumer_offsets-3,__consumer_offsets-18,connect-offsets-17,__consumer_offsets-37,connect-offsets-10,__consumer_offsets-15,__consumer_offsets-24,connect-offsets-2,connect-offsets-18,connect-offsets-23,connect-status-2,__consumer_offsets-38,__consumer_offsets-17,__consumer_offsets-48,__consumer_offsets-19,__consumer_offsets-11,connect-offsets-15,__consumer_offsets-13,__consumer_offsets-2,connect-offsets-4,__consumer_offsets-43,__consumer_offsets-6,__consumer_offsets-14,connect-offsets-12,connect-offsets-5,connect-offsets-13,connect-offsets-14,connect-offsets-0,connect-status-0,__consumer_offsets-20,__consumer_offsets-0,__consumer_offsets-44,connect-offsets-8,__consumer_offsets-39,__consumer_offsets-12,__consumer_offsets-45,__consumer_offsets-1,__consumer_offsets-5,__consumer_offsets-26,connect-offsets-9,__consumer_offsets-29,connect-status-1,connect-offsets-1,connect-offsets-19,connect-offsets-22,__consumer_offsets-34,__consumer_offsets-10,__consumer_offsets-32,__consumer_offsets-40 (kafka.server.ReplicaFetcherManager)
connect_1  | [2019-07-01 12:39:05,996] INFO Registered loader: sun.misc.Launcher$AppClassLoader@764c12b6 (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:238)
connect_1  | [2019-07-01 12:39:05,996] INFO Added plugin 'org.apache.kafka.connect.tools.VerifiableSourceConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:05,996] INFO Added plugin 'org.apache.kafka.connect.file.FileStreamSinkConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:05,997] INFO Added plugin 'org.apache.kafka.connect.tools.VerifiableSinkConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:05,997] INFO Added plugin 'org.apache.kafka.connect.tools.SchemaSourceConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:05,998] INFO Added plugin 'org.apache.kafka.connect.tools.MockSinkConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,002] INFO Added plugin 'org.apache.kafka.connect.tools.MockSourceConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,003] INFO Added plugin 'org.apache.kafka.connect.tools.MockConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,003] INFO Added plugin 'org.apache.kafka.connect.file.FileStreamSourceConnector' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,004] INFO Added plugin 'org.apache.kafka.connect.converters.DoubleConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,004] INFO Added plugin 'org.apache.kafka.connect.converters.IntegerConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,004] INFO Added plugin 'org.apache.kafka.connect.converters.ByteArrayConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,004] INFO Added plugin 'org.apache.kafka.connect.converters.ShortConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,004] INFO Added plugin 'org.apache.kafka.connect.converters.FloatConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,005] INFO Added plugin 'org.apache.kafka.connect.converters.LongConverter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,005] INFO Added plugin 'org.apache.kafka.connect.transforms.Flatten$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,005] INFO Added plugin 'org.apache.kafka.connect.transforms.HoistField$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,005] INFO Added plugin 'org.apache.kafka.connect.transforms.Cast$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,006] INFO Added plugin 'org.apache.kafka.connect.transforms.RegexRouter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,006] INFO Added plugin 'org.apache.kafka.connect.transforms.ReplaceField$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,006] INFO Added plugin 'org.apache.kafka.connect.transforms.SetSchemaMetadata$Value' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,006] INFO Added plugin 'org.apache.kafka.connect.transforms.ReplaceField$Value' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,006] INFO Added plugin 'org.apache.kafka.connect.transforms.ExtractField$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,007] INFO Added plugin 'org.apache.kafka.connect.transforms.MaskField$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,007] INFO Added plugin 'org.apache.kafka.connect.transforms.SetSchemaMetadata$Key' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,008] INFO Added plugin 'org.apache.kafka.connect.transforms.ValueToKey' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,008] INFO Added plugin 'org.apache.kafka.connect.transforms.TimestampRouter' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,008] INFO Added plugin 'org.apache.kafka.connect.transforms.InsertField$Value' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
connect_1  | [2019-07-01 12:39:06,008] INFO Added plugin 'org.apache.kafka.connect.transforms.HoistField$Value' (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:167)
